R	281	G	132	B	242
R	230	G	123	B	226
R	250	G	136	B	245
R	264	G	137	B	247
R	213	G	120	B	219
R	233	G	138	B	243
R	279	G	132	B	245
R	281	G	132	B	242
R	230	G	123	B	226
R	250	G	136	B	245
R	264	G	137	B	247
R	213	G	120	B	219
R	233	G	138	B	243
R	279	G	132	B	245
R	258	G	155	B	271
R	224	G	135	B	242
R	253	G	150	B	263
R	257	G	155	B	269
R	217	G	135	B	242
R	244	G	154	B	269
R	257	G	168	B	290
