R	213	G	172	B	293
R	188	G	142	B	249
R	205	G	162	B	279
R	212	G	171	B	292
R	183	G	137	B	241
R	203	G	161	B	277
R	214	G	173	B	295
R	226	G	183	B	310
R	197	G	150	B	261
R	217	G	173	B	295
R	224	G	182	B	309
R	192	G	145	B	254
R	217	G	173	B	297
R	231	G	189	B	321
R	232	G	184	B	314
R	203	G	152	B	267
R	222	G	175	B	300
R	230	G	184	B	314
R	200	G	147	B	262
R	224	G	176	B	304
R	237	G	190	B	326
